Date,Depth_m,Hole_Size_in,ROP_m_hr,WOB_klbs,RPM,Torque_ft_lb,Flow_GPM,SPP_PSI,Diff_PSI,Temp_Out_C,MSE_PSI,Vibration_g,Stuck_Severity,Phase_Status
2023-04-01 00:50:00,1011.7953857205233,17.5,15.661319116953223,24.88527255425148,108.3495706532797,8807.70936162419,710.3656408763608,1927.9788362956906,311.5012985080044,50.791707621280665,29220.8967951466,0.9428104351460618,0.0,Normal
2023-04-01 00:55:00,1013.0379230713044,17.5,14.910448209373023,24.740982799817854,110.7843832423891,8690.122338862531,719.7348255902674,1955.3166454041268,315.10302169382027,50.41341114291682,30956.40333650349,0.9728775995819944,0.0,Normal
2023-04-01 01:00:00,1014.0459743737342,17.5,12.09661562915801,24.757988972068436,108.1170508951889,9152.580741354472,712.7516722392086,1929.9476783298965,326.47312779640635,51.329509512786885,39192.88715558584,0.9660976221709743,0.0,Normal
2023-04-01 01:05:00,1015.0967698263252,17.5,12.609545431091037,24.636361968285282,105.82085952566038,9157.13980020842,720.841153006801,1949.984015720247,323.63196831890735,50.044579787161446,36824.1444016764,0.9518358369143285,0.0,Normal
2023-04-01 01:10:00,1016.2188662483334,17.5,13.46515706409971,24.552624722051696,112.6337113192398,8358.069865589774,715.4430891534122,1929.2644582257228,291.2522199815029,49.64690609180075,33510.36929196977,0.8907547368543425,0.0,Normal
2023-04-01 01:15:00,1017.2741360067488,17.5,12.663237100984173,24.359458264016478,109.54716653730948,8907.105106508328,719.6983773823673,1962.801098665083,318.65033945917384,50.33213837658326,36921.31722385597,0.9570287630623651,0.0,Normal
2023-04-01 01:20:00,1018.3583207347486,17.5,13.010216735997925,24.23601268570389,110.09932066763317,8648.488848344361,709.1319150856573,1880.4339781651747,301.4615597186464,50.29314507745159,35073.66064750852,0.9287009629348426,0.0,Normal
2023-04-01 01:25:00,1019.3031376146203,17.5,11.33780255845968,24.111983054618623,111.99340274847904,8668.604274832307,725.4736691818573,1989.7760951565149,298.7953996022955,50.965480293721846,41017.26862383557,0.9484880813607016,0.0,Normal
2023-04-01 01:30:00,1020.3672266706633,17.5,12.769068672515905,23.975447981462594,113.75769341866291,8377.732488493995,726.5780460846476,2014.2308770515717,297.97064778407855,50.28218624671991,35764.441129631436,0.9225666744040952,0.0,Normal
2023-04-01 01:35:00,1021.1626566665313,17.5,9.545159950417128,23.994309447083957,111.44016130429792,8913.196365313475,716.6874999155199,1980.372730182339,314.55338499370265,50.43728650048884,49825.730049855396,0.987217114786474,0.0,Normal
2023-04-01 01:40:00,1022.1739749188318,17.5,12.13581902760608,23.817690472331144,110.20600323240723,8497.691509838625,736.8084622693151,2050.616816489857,296.45194234702734,50.13904058055328,36973.71585952232,0.954891861330655,0.0,Normal
2023-04-01 01:45:00,1023.1992332866778,17.5,12.303100414151086,23.847571508045398,110.92574575222648,8815.85940095572,724.5642938002534,1998.7712103468841,304.53041318993127,50.87713005675598,38080.789041932294,0.9761901744508162,0.0,Normal
2023-04-01 01:50:00,1024.2082537731956,17.5,12.108245838212568,23.948160611222313,109.41043391342673,8694.635512527415,718.4506856795832,1971.7086648326758,309.24738457056065,50.61291517435267,37641.80536970064,0.9443459594043597,0.0,Normal
2023-04-01 01:55:00,1025.0913561245854,17.5,10.597228216680918,23.859255079716764,110.07222875697929,8730.916928959254,717.0542957086435,1954.8231627753116,314.62702677620547,50.71156662096248,43433.97818224023,0.9649332707695026,0.0,Normal
2023-04-01 02:00:00,1026.125133708448,17.5,12.405331006349149,23.850760331587303,110.28972727571836,8520.008579571375,715.3119841289662,1951.5819502061515,292.86931672329484,50.63117349333838,36294.94780992706,0.9377559872473724,0.0,Normal
2023-04-01 02:05:00,1027.162112156088,17.5,12.443741371678863,23.817195933158562,108.42674948639373,8578.932428062973,716.4555686784935,1981.9438526550437,301.53459052966735,51.60757486886025,35818.9015668499,0.9257077209396468,0.0,Normal
2023-04-01 02:10:00,1028.246099001036,17.5,13.007842139377763,23.776044508647587,110.04234717375576,8594.504283205817,719.3407835764274,2027.6070491931177,308.4646670036002,50.69731424684703,34841.80128705925,0.9426180840224798,0.0,Normal
2023-04-01 02:15:00,1029.2844626966673,17.5,12.460364347575215,23.520495302479958,110.73420370500786,8689.503412879854,719.7374452167313,1992.8690855740995,297.17899582878715,50.869411002031875,36998.715855767376,0.9606923233998936,0.0,Normal
2023-04-01 02:20:00,1030.2719605793977,17.5,11.849974592764816,23.407814405119204,111.0340337951511,8333.51199605248,711.5758112891803,1969.0033475750056,290.17948101918057,50.45915718070858,37410.13724133673,0.9706855374698975,0.0,Normal
2023-04-01 02:25:00,1031.2825115993035,17.5,12.126612238869402,23.553957016976923,110.87464756485863,8474.239854867277,728.1284654017009,2007.584994530899,299.4925882784601,50.82103797279651,37122.05152450466,0.9558478678804366,0.0,Normal
2023-04-01 02:30:00,1032.332710520019,17.5,12.60238704858477,23.586341389318086,107.32194956385125,8593.219159856493,724.7206286440254,2026.0155126654774,290.3195388076986,50.34822015070267,35067.03733579874,0.9191011335655553,0.0,Normal
2023-04-01 02:35:00,1033.3464529275077,17.5,12.1649088898647,23.562203872075205,112.45851788519931,8577.674692813544,731.0834366092259,2084.485942492596,294.79733930129385,50.209910924424854,37989.684052890545,0.9594630771153572,0.0,Normal
2023-04-01 02:40:00,1034.2435685198805,17.5,10.765387108474158,23.360130444231196,112.29256245490762,8664.428494569638,722.2073430097574,2031.6733974204424,307.03314122114926,50.27792036447711,43284.07268276593,0.983428648240242,0.0,Normal
2023-04-01 02:45:00,1035.1627731520707,17.5,11.030455586283807,23.419447291888087,109.80770318356242,9068.83788636379,726.2803401135777,2028.740427740846,301.7281730511248,51.002646489551275,43237.58045601753,1.0238194885088943,0.0,Normal
2023-04-01 02:50:00,1036.2400649514636,17.5,12.927501592713929,23.32828197815702,110.91101739021087,9215.244837634365,712.4986206460923,1983.5685814273454,289.03591100869573,50.63585042738247,37876.666748871445,1.0813582635124122,0.0,Normal
2023-04-01 02:55:00,1037.3193927016619,17.5,12.951933002380578,23.204535135947054,109.56689246578298,8704.964138039875,723.6134681777474,2029.4447639118553,298.69605640697444,49.86405015148935,35285.15825833887,0.9682046044598199,0.0,Normal
2023-04-01 03:00:00,1038.4856336448674,17.5,13.99489131846648,23.090812771906823,111.50391532562293,8268.90988861522,709.2500342789292,1924.0809335892995,277.6396543002758,51.49656570159373,31577.843003264148,0.9134581333690868,0.0,Normal
2023-04-01 03:05:00,1039.3781856988944,17.5,10.710624648322202,23.14187751271389,108.37145630773325,8385.58644203772,714.1703218532488,1962.1027676713597,292.7808205173268,50.79627872937257,40640.04965023895,0.9122733136511186,0.0,Normal
2023-04-01 03:10:00,1040.65796656488,17.5,15.35737039182934,23.134781345266276,112.68492119058185,8500.76401356696,735.0392993439148,2103.430796100628,285.5820629549689,52.10045492875496,29901.806170770484,0.9613667699935227,0.0,Normal
2023-04-01 03:15:00,1041.5433985981936,17.5,10.625184399762519,23.22124106693857,111.40441522363591,8043.259226534954,717.9006634564101,1997.1931503087355,305.2774570971996,51.23859305600229,40395.08060063095,1.132383788298533,0.0,Normal
2023-04-01 03:20:00,1043.2254624316809,17.5,20.18476600184482,23.333813190751528,111.45086758313778,8569.369455118422,719.8851811092906,1985.1755327403137,283.23540845375237,51.33559057220371,22706.976132863212,0.9588809728830211,0.0,Normal
2023-04-01 03:25:00,1045.416937311007,17.5,26.297698551913488,23.259866413095867,109.78989424714837,8327.695007554728,724.2116458633142,2046.3006619168705,287.4539101109276,50.93969930061913,16710.18782156529,0.9009335566660034,0.0,Normal
2023-04-01 03:30:00,1046.9623425659433,17.5,18.54486305923755,23.255596890234532,107.17476299013461,7855.756896759903,719.7672739013298,2009.6823444898869,283.0828606374639,50.653457488854826,21791.114975124896,0.9086008549801208,0.0,Normal
2023-04-01 03:35:00,1048.0321924803245,17.5,12.83819897257374,23.22529526431735,111.76786940024154,8277.621240604869,713.8714082480467,1939.342536391658,281.9878054713303,50.853348563171615,34532.323070721526,0.9309621444466913,0.0,Normal
2023-04-01 03:40:00,1048.9652407146905,17.5,11.19657881239107,23.089115477942713,107.2408773301949,8664.842321936005,714.0195536875071,1993.5645106668721,291.8569668096357,52.050860377622044,39753.64353490524,0.9419487241986101,0.0,Normal
2023-04-01 03:45:00,1049.7912552230587,17.5,9.912174100419017,22.96732356408951,111.79194532044909,8465.638490094301,724.8088394662883,2018.2228906019632,293.43797402136687,51.640759073674396,45719.408083402646,0.9670912143492659,0.0,Normal
2023-04-01 03:50:00,1050.5767702592475,17.5,9.426180434265454,22.950906374134817,108.45574556633555,8584.144079118265,721.7896213949805,2037.8221367456144,299.7746339498016,51.46500241499593,47291.40983777522,0.9403476802918266,0.0,Normal
2023-04-01 03:55:00,1051.7364488278554,17.5,13.916142823295198,22.945199809033753,106.8259026919388,8134.126023937815,725.0182832570001,2056.2894349768417,274.69704391914985,51.45219683855634,29932.720209229756,0.8586693403831248,0.0,Normal
2023-04-01 04:00:00,1052.7773032625012,17.5,12.490253215748465,22.939711491314117,110.00199940742706,7809.567361087495,723.5242911497276,2099.656057504671,293.7593202130586,52.194267050957734,32961.42950173996,1.097942761849796,0.0,Normal
2023-04-01 04:05:00,1053.9087775442633,17.5,13.577691381148298,22.934379973340526,112.36560110107682,8460.728022601865,720.3627660687241,2050.091334481976,292.6452879625845,51.51567985836392,33553.85086286472,0.9546822141652728,0.0,Normal
2023-04-01 04:10:00,1054.7368883610907,17.5,9.937329801926925,22.85278054407177,108.06879250316263,8506.775011812882,720.0791831918042,2044.7368588288311,298.80123050982513,51.49904547541488,44301.58277861562,0.9327379432566644,0.0,Normal
2023-04-01 04:15:00,1055.7802855007717,17.5,12.520765676171932,23.06492435127632,113.19806924878965,8525.503629956373,720.5805695810209,2068.591859413467,294.2767981863657,51.92522635401805,36927.398339860476,0.9962221322792759,0.0,Normal
2023-04-01 04:20:00,1057.008107512741,17.5,14.733864143631381,23.08810468178824,111.31348108766134,8902.925415327862,717.8179838951627,2022.7035373148985,317.3161163799674,51.281422703376855,32236.674662225654,1.0113033430908667,0.0,Normal
2023-04-01 04:25:00,1057.947218726747,17.5,11.269334568071809,23.03055196493459,110.31351904473175,8567.055739195097,717.8876081117029,2024.8678749347418,309.34735500352406,51.25797783337,40168.8882072591,0.9878767037569364,0.0,Normal
2023-04-01 04:30:00,1059.853924801865,17.5,22.88047290141907,23.07078360857575,109.12875148752177,8526.53184990582,723.011960584046,2049.075249699678,293.9344725763923,52.14444858605769,19528.830118983336,0.9283735356297061,0.0,Normal
2023-04-01 04:35:00,1060.8312042282432,17.5,11.727353116536941,22.985661164398003,109.26820529641039,8560.408419046507,728.6442161518278,2118.6534484801073,302.86936541552313,51.75037338587765,38209.12972945321,0.9388721847948531,0.0,Normal
2023-04-01 04:40:00,1061.84900474241,17.5,12.213606170000066,22.988334774099943,110.86033445750178,9286.67107926235,709.9450991384535,2002.8632957577092,279.7257946949129,51.38318681718037,40375.03373206137,1.1034688724724233,0.0,Normal
2023-04-01 04:45:00,1062.795601416645,17.5,11.35916009082204,23.028404351897763,111.69208171703812,8250.324551491689,734.3249779372455,2116.603912763198,274.7565938372069,51.235520036072884,38860.6254974245,0.9332299779961658,0.0,Normal
2023-04-01 04:50:00,1063.846984111237,17.5,12.616592335101382,23.083498016877638,108.81300756469582,7581.499563038735,724.1557650548726,2093.3764983422034,281.68478903556667,51.132462111998855,31341.302803924333,0.9954100053354971,0.0,Normal
2023-04-01 04:55:00,1065.0703726347806,17.5,14.6806622825249,22.95776643439514,108.38697334543046,8119.166213601725,722.6130308446236,2047.7971402143448,287.8351812534942,50.90898810975813,28739.480564693124,0.9103529102635403,0.0,Normal
2023-04-01 05:00:00,1066.0481583812725,17.5,11.73342895790311,23.26067573354259,109.57234636315627,8935.779611870103,713.950136299249,2010.9201754858284,298.3742683413792,52.02277458004735,39971.62059397834,0.995208968567169,0.0,Normal
2023-04-01 05:05:00,1067.2665135993032,17.5,14.620262616367649,23.378855924052445,112.78725735171469,8492.242310269932,715.7285824323609,2033.586620722136,291.5356234181675,51.92404786189043,31402.546001394436,0.9381283868955842,0.0,Normal
2023-04-01 05:10:00,1068.6075215156004,17.5,16.092094995567095,23.582106421954563,107.56622331932707,8774.742242201552,723.667720864437,2086.37583926165,305.43477990911686,51.706858684537885,28125.842196225014,0.9291121842309573,0.0,Normal
2023-04-01 05:15:00,1069.5077295159952,17.5,10.802496004735895,23.55649482189463,112.28495528948554,8953.915603278407,721.5051705562341,2081.1874275569726,299.3497336955766,52.28573079499532,44571.48155552732,1.0003542926744953,0.0,Normal
2023-04-01 05:20:00,1070.590053308057,17.5,12.987885504740806,23.58117403161848,110.08455966318627,8715.213571901593,712.248350486234,2023.2969752823888,309.648663676264,51.49357881046857,35396.62350644767,0.9399796707929072,0.0,Normal
2023-04-01 05:25:00,1071.4172093946534,17.5,9.925873039157118,23.58481997132034,106.69452171368278,8738.559766453809,714.8274177375312,2047.5978307397224,302.4104042385371,51.982844717106275,44983.39872844771,0.9283377193035293,0.0,Normal
2023-04-01 05:30:00,1072.4366330534763,17.5,12.233083905877137,23.53011404356161,109.07673519686864,8411.075976287852,715.5617860588242,2064.003043005911,297.7366429653822,51.48966287023921,35935.43595375748,0.9186239802838665,0.0,Normal
2023-04-01 05:35:00,1073.7846643902235,17.5,16.17637604096496,23.605874935464254,111.21933614588055,8686.033337330937,715.04881120708,2079.449283804907,306.3113531272949,51.2390861214053,28635.37425720264,0.9434192353607033,0.0,Normal
2023-04-01 05:40:00,1074.8728035691474,17.5,13.057670147088054,23.51750980340412,113.60362789008153,9050.301538816257,721.6287671220065,2086.419043077407,314.48221420067347,51.63823497670212,37723.15079086875,1.0294752923059127,0.0,Normal
2023-04-01 05:45:00,1075.9412349175075,17.5,12.821176180320723,23.587334897094674,107.34525455323687,7610.390763327487,713.855967576371,2079.993239852415,285.6458666695927,51.965294266970155,30545.676632975566,1.054902688067357,0.0,Normal
2023-04-01 05:50:00,1076.73329778391,17.5,9.504754396831714,23.537525766632413,104.36164704788948,9064.667278197174,724.6738397487086,2108.069267139067,313.55647771071176,52.42780472728087,47658.00479366117,0.9534276420132661,0.0,Normal
2023-04-01 05:55:00,1077.6052918584357,17.5,10.463928894305694,23.57742854413842,107.38089436908413,8907.034596764153,711.0880027745901,2029.4204180545637,316.66071110711243,51.28443581168737,43775.41294367228,0.9735391677679672,0.0,Normal
2023-04-01 06:00:00,1078.5344923400166,17.5,11.150405778970748,23.723591754901545,112.26083101573302,8839.781990005686,725.8571258273231,2105.3146290688414,302.1617523860084,51.1103859631243,42626.187830332696,0.9703395786417899,0.0,Normal
2023-04-01 06:05:00,1079.4501334778913,17.5,10.987693654496603,23.71029039855181,106.41251658586316,8354.423867747319,738.358237626508,2159.482652200456,281.9720236172363,51.9795663944904,38761.43564851855,0.8714142392094804,0.0,Normal
2023-04-01 06:10:00,1080.6009590435888,17.5,13.809906788371144,23.78831277700253,112.99450778175877,8801.53958844157,724.672516714517,2103.91393326988,299.5885456103305,51.61815778254196,34511.424558928804,0.9679150838537314,0.0,Normal
2023-04-01 06:15:00,1081.7394886212153,17.5,13.662354931516282,23.737422368603294,112.42961789552385,8757.213928894971,716.7364017146972,2087.59793001203,294.77067791318234,52.44397094902523,34534.66711807561,0.9570022379907134,0.0,Normal
2023-04-01 06:20:00,1082.7304629451007,17.5,11.891691886627044,23.619288970530086,110.38207248412552,8776.456044139113,716.9986031017539,2060.665329858724,302.36309614101094,52.34765153451074,39026.49182650158,0.951851593314925,0.0,Normal
2023-04-01 06:25:00,1083.6579923529255,17.5,11.130352893895967,23.78546188356069,108.74726937930595,8905.095712252642,713.2589116773215,2042.3352119666722,306.8885623213998,52.245563933494005,41674.56399877847,0.9451133325557642,0.0,Normal
2023-04-01 06:30:00,1084.8065546377143,17.5,13.782747417465746,23.860232798665397,110.11052125163428,8649.291639312725,726.4703206062367,2121.1273270179695,290.7065307076241,52.2688112109185,33118.27095925373,0.9138219957373905,0.0,Normal
2023-04-01 06:35:00,1086.0870559357727,17.5,15.36601557670059,23.846790741086906,111.2221747042802,8682.998238606959,720.9781254793967,2116.1600677227016,292.9771759059607,52.098937427705074,30131.618323222476,0.9303056259138633,0.0,Normal
2023-04-01 06:40:00,1087.2591013859637,17.5,14.064545402293128,23.91643160687678,110.9169529294506,8820.774330077926,709.1434768391297,2029.7497969230396,301.9350347625474,52.77760915798155,33340.138914073745,0.9456523267395883,0.0,Normal
2023-04-01 06:45:00,1088.3669815937585,17.5,13.294562493537436,23.814792109112048,113.47931874654022,8385.921243880632,711.279471829571,2016.879163184529,299.99302246105015,51.73000953076913,34303.628497691796,0.9775963009525883,0.0,Normal
2023-04-01 06:50:00,1089.5051817234219,17.5,13.658401555960982,23.859016063463155,109.479795100347,8782.765439741455,709.4571961897916,2013.4362786624808,301.0131345086908,52.155203715259255,33739.247906409204,0.9385420507421064,0.0,Normal
2023-04-01 06:55:00,1090.6384475153336,17.5,13.599189502939742,23.880716563285695,107.398314052754,8911.152765664052,724.574612803195,2114.6255915175007,305.50534643562304,51.78025164324764,33727.94920927786,0.9338284498574436,0.0,Normal
2023-04-01 07:00:00,1091.5931366470218,17.5,11.456269580259058,23.945770978129737,107.04543858573575,9373.965931318355,713.9890378933729,2077.8435375542995,329.08058080599284,51.92098210304689,41953.80921940436,0.9944822332953261,0.0,Normal
2023-04-01 07:05:00,1092.655056187549,17.5,12.743034486325815,24.109944065083607,106.6454174638817,8564.023660045725,725.003231948578,2133.1849868640516,300.7195904471716,51.52273651837084,34348.4961667693,0.8986976171412325,0.0,Normal
2023-04-01 07:10:00,1093.6671772907887,17.5,12.145453238876412,24.2547686666206,110.39255784507121,8720.829185781946,716.6507807803824,2092.6060595495615,299.31958546463835,52.83909383127482,37977.80231892946,0.9213266251727172,0.0,Normal
2023-04-01 07:15:00,1094.796949985088,17.5,13.557272331593124,24.115884743982058,109.53126259855509,9656.777124778426,724.7549768241868,2168.514446522415,310.7963829250915,51.23806813734748,37381.410302121156,1.0822473909846981,0.0,Normal
2023-04-01 07:20:00,1095.7853480380847,17.5,11.86077663595989,23.916360085676292,110.06530920578854,8951.620582464646,718.455828066543,2143.54921866976,311.4280429824802,52.69933067420031,39793.928770965846,0.9616052914675767,0.0,Normal
2023-04-01 07:25:00,1096.623894347562,17.5,10.062555713726955,23.940931079421016,108.92588091838763,9222.42669893817,725.6990416334099,2128.572746899136,331.05819683608814,52.32483404341825,47804.02856754525,0.9885575143263796,0.0,Normal
2023-04-01 07:30:00,1097.4751252066565,17.5,10.214770309132806,23.957864884026637,107.77966628255464,9074.899442427604,715.2470902600361,2069.121657701544,317.7138625200468,52.90763120395997,45854.8988608993,0.9672664817857626,0.0,Normal
2023-04-01 07:35:00,1098.4885743910145,17.5,12.161390212296563,23.84424895575948,111.2286717692549,8858.42135688265,715.5923431871106,2119.4885458752697,302.80557238142137,52.14003940500903,38814.30173060931,0.9848348144168515,0.0,Normal
2023-04-01 07:40:00,1099.3435470268569,17.5,10.259671630108596,23.74817195419211,105.07387220030749,9050.559123479718,717.2679990660823,2110.7485063136282,307.61144769724586,52.47481260800217,44391.007877475044,0.9406400658505953,0.0,Normal
2023-04-01 07:45:00,1100.6668059893093,17.5,15.879107549428682,23.67113661661895,108.39680886449253,8946.804793655341,725.0025508405001,2154.688659413832,293.52589582064985,52.317121337800955,29282.738946760255,0.9465059866772959,0.0,Normal
2023-04-01 07:50:00,1101.791638538269,17.5,13.49799058751423,23.804639483146318,111.57298031993679,8675.58910146347,713.5066455053592,2073.7235001678864,299.44153902859546,51.504333096470226,34366.2916382381,0.9327723380822188,0.0,Normal
2023-04-01 07:55:00,1102.7505716010924,17.5,11.507196753882823,23.75738984705286,108.19832314659392,8815.378739191294,716.5404502056055,2085.630409815614,299.0736728461057,52.839418305386786,39706.80367630797,0.9233645960295186,0.0,Normal
2023-04-01 08:00:00,1103.8493601018042,17.5,13.18546200854164,23.60700185631733,110.78335083959699,8342.66352080036,718.5003560247245,2075.474724946051,295.92211399695015,52.71383229944461,33592.77532782643,0.9289123999714414,0.0,Normal
2023-04-01 08:05:00,1104.9544961864203,17.5,13.261633015394114,23.600558691645144,108.39948180892706,9520.757007578015,722.3943911237664,2150.1030158435497,298.72293147357897,52.414061292203286,37285.276762717054,1.0722018079590805,0.0,Normal
2023-04-01 08:10:00,1105.966456931206,17.5,12.143528937427233,23.60028584697265,109.08831025233943,8788.60343364104,717.6227090563334,2141.4581783563644,312.26158017301174,52.37942428831574,37824.44059360708,0.9799591090854067,0.0,Normal
2023-04-01 08:15:00,1106.8801432088148,17.5,10.964235331307304,23.497074434092273,111.1498410316096,8739.95751862621,723.4657843520757,2168.78939467257,298.4244779697901,53.64167872894026,42435.7652170916,0.9433116905117008,0.0,Normal
2023-04-01 08:20:00,1107.8852458076167,17.5,12.061231185622164,23.55611331338805,107.44430336587374,8535.153723396104,715.5130890184877,2121.2665201342074,286.34851888724734,53.05640375380486,36430.36081274999,0.9069581520107858,0.0,Normal
2023-04-01 08:25:00,1108.904482492832,17.5,12.230840222583529,23.66983721747765,111.49055666015269,8795.865204895337,725.9340583469045,2155.705319599377,307.078917190619,53.68842514352293,38411.892334722535,0.9487662318570579,0.0,Normal
2023-04-01 08:30:00,1109.8497409749857,17.5,11.343101785843473,23.634299708234654,110.09184098489553,9177.082574978607,724.5390775217182,2141.9498688620706,311.9286677613496,52.33729886551084,42659.98690474982,1.0060043881884937,0.0,Normal
2023-04-01 08:35:00,1110.7934079298557,17.5,11.324003458441918,23.483908680173514,112.51287773475806,8717.467725667351,716.5628341615713,2140.724848735479,297.73759922834677,53.0168513402442,41486.534714097674,0.9493283848745249,0.0,Normal
2023-04-01 08:40:00,1111.8967149881948,17.5,13.239684700069654,23.456534163928897,110.41629994329348,8743.000772280213,724.3235633572581,2148.4478462477227,302.48428076284546,53.12273658025652,34939.86461597395,0.989023733100078,0.0,Normal
2023-04-01 08:45:00,1112.9921894948284,17.5,13.145694079602203,23.48670149005288,107.86102675904131,8457.254386640445,713.4504575324685,2097.870940012742,295.3219294696658,53.20178374157053,33256.668828310445,0.8916772055371055,0.0,Normal
2023-04-01 08:50:00,1114.1160079752171,17.5,13.485821764663225,23.270910546971162,113.45598884388247,9457.756899410795,720.9705847214436,2142.666210864353,280.912109191322,53.90230477369613,38118.267282505476,1.1184252106148687,0.0,Normal
2023-04-01 08:55:00,1114.8904066540938,17.5,9.292784146521226,23.31906224239896,108.02811411039569,8753.652886560429,715.2619101824929,2127.803732525944,290.8267892926372,52.550114048223826,48723.287185494846,0.9271176429665443,0.0,Normal
2023-04-01 09:00:00,1115.8841003245163,17.5,11.92432404507073,23.28156247754922,109.54568783173211,7671.513925219126,721.8798858285908,2167.446655269952,287.5069803495928,52.473932639157844,33773.8318086247,1.054053820979055,0.0,Normal
2023-04-01 09:05:00,1116.9835252650296,17.5,13.193099286157159,23.285934222697527,111.91481785392355,9413.667587379437,718.9810947974757,2168.9004782720503,329.28251386309427,52.808721973534034,38255.2784447712,1.0681968286360883,0.0,Normal
2023-04-01 09:10:00,1118.0370619864937,17.5,12.642440657569562,23.256971919976763,106.24014445063273,8579.60065275627,715.4454077047643,2135.841910134416,287.51486359825833,52.937009720471046,34548.82294577479,0.8838275673576705,0.0,Normal
2023-04-01 09:15:00,1119.7802175424315,17.5,20.917866671254814,23.181627940882077,112.87933796022774,8850.721733223556,710.571036491937,2109.528778195306,300.97744927977914,52.349862482087275,22919.079299479952,0.9825808520387764,0.0,Normal
2023-04-01 09:20:00,1120.989850049667,17.5,14.515590086825776,23.17052877728555,107.69823141534738,8663.56975363797,718.7030458573216,2181.7190483382915,284.473199249113,52.443946622811445,30812.147260211,0.9119852830420273,0.0,Normal
2023-04-01 09:25:00,1121.6941664075905,17.5,8.451796295082048,23.11963675111064,109.09000116032486,9382.891670129186,727.158237283221,2194.8278759692444,289.86788466434473,52.8238648756928,57967.51161528501,1.0684685653292363,0.0,Normal
2023-04-01 09:30:00,1122.7053309280773,17.5,12.133974245840701,23.08387865361582,110.57771580839535,8636.013481323564,721.7053839614601,2179.3434797449236,295.5521204774952,53.50527777056345,37703.01175215075,0.9636437382707579,0.0,Normal
2023-04-01 09:35:00,1123.9587598318396,17.5,15.041146845147882,22.99583685241828,109.9165882878292,8266.935527805985,710.6170170924257,2099.0792066747163,276.0953007455341,53.87796012120499,28963.70122474707,0.9188551934215511,0.0,Normal
2023-04-01 09:40:00,1124.7945679735947,17.5,10.029697701061355,23.04951435100667,111.5783521169009,8781.250908528848,718.5985317298673,2168.6263776268465,292.64133108558605,53.30084935493466,46776.78914289577,0.9718632935947682,0.0,Normal
2023-04-01 09:45:00,1125.7127473357882,17.5,11.018152346323662,23.173194205141954,106.7983848580579,8681.282418819399,727.1306471846095,2231.3461873517026,292.89642585683015,51.96603862591745,40306.06702463865,0.9013700023358124,0.0,Normal
2023-04-01 09:50:00,1126.5750256787894,17.5,10.347340116012731,23.085866452909528,111.45490270754543,8557.209727730306,718.1409482925634,2153.901232255976,284.1042642908104,53.892753586497065,44140.70714112991,0.9245668928376369,0.0,Normal
